ID,Description
780,UML Statecharts for Multiagent Systems in Manufacturing.
781,XML data storage performance evaluation in databases.
782,Interface agents for efficient human-computer interaction.
783,P2P content search algorithm with TFxIDF approximation.
784,Improving wordclass tagging accuracy through system combination.
785,Gabor features for eye detection and head tracking.
786,Integrating data mining and information extraction.
787,Human emotions and consciousness complexity.
788,Summarizing text documents with sentence selection.
789,Standardizing communication between software agents using ACL.
790,Debunking myths about multimodal interaction.
791,Temporal views over non-temporal data sources.
792,Intelligent agents in concurrent engineering systems.
793,Active Markov Localization for Mobile Robots.
794,Efficient projective bundle adjustment algorithms.
795,Sensory-motor agent learning model using neural network.
796,Rewards and pitfalls of context-aware interactive systems.
797,Simultaneous Proxy Evaluation for Web Caches.
798,PDA app for efficient information navigation.
799,Learning Markov processes in dynamical systems.
800,Handling updates in broadcast disks with versions.
801,Wrapper generation for information extraction.
802,Improving OID indexing in temporal OODBs.
803,Data integration for unified user view.
804,Hand lag critical for VR object reaching performance.
805,Scalability in Formal Concept Analysis with medical data.
806,Database synchronization for improved data freshness.
807,Mobile agents for QoS management in IP networks.
808,Knowledge-based approach for intelligent team training systems.
809,New programming language for embedded systems.
810,Improving interaction design in virtual environments.
811,Termination detection in mobile computing using formal methods.
812,Weighting and partitioning in multi-agent RL.
813,SG-MRF model for effective MRF modeling.
814,Planning architecture for noncombatant evacuation operations.
815,Automated web-based knowledge base creation.
816,Efficient object detection through graded learning.
817,Efficient dynamic range-sum queries algorithm.
818,Fuzzy logic programming with argumentation semantics.
819,Security-focused mobile agent server architecture.
820,Optimizing leveled commitment contracts in negotiations.
821,Query processing in Relationlog with advanced techniques.
822,Data and knowledge management with object-oriented technology.
823,Web agent for academic database maintenance.
824,Cloning mechanisms for load balancing in agents.
825,Challenges in web search quality.
826,Dynamic Data Warehouse Maintenance in Concurrency.
827,Antisocial agents disrupt Vickrey auction dynamics.
828,Guidelines for readable IT-architecture diagrams.
829,Enhancing manufacturing system integration and agility.
830,Machine learning techniques for rule extraction.
831,Semiconductor data mining using rough set theory.
832,SVM with SRM principle for classification and regression.
833,Deictic representation in reinforcement learning evaluation.
834,User study on email filtering profiles.
835,KeyPhrase-based information filtering with context filters.
836,Automating domain-specific search engines with machine learning.
837,Active Spaces in Ubiquitous Computing.
838,Wireless PDA software with customizable JVM middleware.
839,Feature selection algorithms compared using Bayesian networks.
840,Fuzzy logic toolkit for early modeling.
841,Comparison of distance metrics and local planners.
842,"SVM tutorial on theory, implementation, performance analysis."
843,Automated image retrieval using link analysis.
844,Boosting time series classification with interval literals.
845,Autonomy-based multi-agent system for robotics simulations.
846,Feature selection methods for text learning.
847,Document clustering importance and optimization methods.
848,Focused crawling and tunneling for digital library.
849,Usability analysis of log files in TW system.
850,Visual landmark learning for pose estimation.
851,Real-time scheduling for distributed agents.
852,Automating design engineering process with intelligent agents.
853,Temporal aggregation algorithms for large-scale databases.
854,Virtual environment for university interaction.
855,Automatic multi-lingual information extraction with unsupervised learning.
856,Future database system with versatile features.
857,Data access and analysis challenges solution.
858,Learning techniques enhance multi-agent system efficiency.
859,Bayesian approach enhances face matching recognition.
860,Formal methods for fuzzy system modeling.
861,CBR Implementations for Corporate Memory Management strategies.
862,Database optimization for nonmonotonic reasoning with dlv.
863,Query processing in CBIR system with examples.
864,Robotic soccer team with multiagent control.
865,Link anchor text more effective than content ranking.
866,Enhancing short-text classification with background knowledge.
867,Optimizing patient flow control with composable agents.
868,Digital library infrastructures for future user support.
869,Query calculus for spatio-temporal object databases.
870,Control methods for complex articulated agents dancing.
871,Efficient subsequence search using Segment-Based Approach.
872,Logic Programming Extension for Abductive Reasoning.
873,Automated pattern acquisition for Japanese information extraction.
874,Schema change model for databases.
875,Customizing patterns for efficient information extraction.
876,Integrity constraints in logical framework: semantics overview.
877,Temporal query operators in XML databases.
878,Hierarchical probabilistic clustering for labeled and unlabeled data.
879,Theme-Based Web News Retrieval System.
880,Neural-Q learning for reactive robot behaviors.
881,Flexible decision-making strategies for multi-agent systems.
882,Meta search engine for digital library retrieval.
883,State spaces of object-oriented Petri nets analysis.
884,Case-based learning of indexed recursive languages.
885,Search engine comparison for online services.
886,Analysis and optimization of ECA rules on XML.
887,Threshold estimation for information filtering systems.
888,Learning drifting concepts with labeled and unlabeled data.
889,Neural folding architecture for drug design.
890,Hierarchical clustering with probabilistic methods for datamining.
891,Aggregation in multi-feature cubes.
892,Neural methods framework for minimal distance.
893,Bio-inspired navigation model for autonomous robots.
894,Statistical pattern recognition for multimedia interaction.
895,Cellular system for pattern recognition.
896,Data mining for adaptive intrusion detection models.
897,Cooperative problem solving with trainable information assistants.
898,Markov techniques for object localization with robots.
899,ATM PNNI routing performance analysis.
900,Explore alternate interface physics with zoomable sketchpad.
901,Web document clustering using STC algorithm.
902,Inductive text classification for NLP systems.
903,Monitor robot program execution for recovery.
904,Discovering web content with InfoDiscoverer.
905,Neural network taxonomy and computational properties.
906,Automated data extraction with HTML wrappers.
907,Diagnosis Frontend of dlv System: Implementation and Applications.
908,Comparison of XML query languages from different communities.
909,Optimization through integrating case-based reasoning with tabu search.
910,Representing and querying XML with incomplete information.
911,Load balancing survey with mobile information agents.
912,Feature extraction and learning vector quantization.
913,Property specifications in verification technology.
914,AI software for home entertainment.
915,Logic tuple centres using ReSpecT language.
916,Control UTEP robot in AAAI contests.
917,Efficient cluster optimization using hybrid genetic algorithm.
918,Optimal control with free final time.
919,Bayesian modeling system for human interactions.
920,Parallel GA for scalable rule discovery in data mining.
921,Survey on data mining using soft computing.
922,Mining optimized support rules for numeric attributes.
923,Enhanced querying through databases and web searches.
924,Adaptive tech in web-based education review.
925,Temporal web repository with object versioning and distribution.
926,Neural swimming controllers for lamprey simulation.
927,Declarative constraints for multi-user application data model.
928,Text plane orientation and recovery method.
929,ATC alarm design experiment: visual notification effectiveness.
930,Enhancing XML query processing with keyword search.
931,Uniform web page sampling algorithms for selection.
932,Document recognition neural networks with global training.
933,Emergence of spatial structures in cellular automata.
934,Hybrid classifier for imprecise environments.
935,Spatial data system for image retrieval.
936,Query containment in semistructured knowledge bases.
937,Flexible distributed database management with AgentTeam.
938,Temporal consistency modeling in data warehouses.
939,Layout guidelines for web document design.
940,XML for code migration.
941,Bayesian network foundations integrating formal and interpreted approaches.
942,Avoiding logical omniscience in belief modeling.
943,Data mining models as internet services accessibility.
944,Advanced browser for library information retrieval.
945,UB-Tree for efficient interval management.
946,Privacy-preserving distributed data mining algorithm.
947,Image database system view mechanism.
948,Comparison of GAV and LAV in data integration.
949,Document content and connectivity probabilistic model.
950,Multimedia retrieval in federated digital libraries.
951,Multi-robot coordination for target acquisition.
952,Agent bootstrapping in real-world applications.
953,"Face detection with linear subspaces, one hop: neural networks."
954,Data consistency in mobile data broadcasting.
955,Supporting creativity with advanced interfaces and visualization.
956,Efficient storage and indexing for data warehouses.
957,Enhancing user engagement with embodied interface agents.
958,Neural network optimization for time series prediction.
959,Enhancing analytical models for replicated database performance.
960,Privacy-preserving association rule mining in distributed data.
961,Reinforcement learning for autonomous helicopter control.
962,Soccer Server Challenges and Solutions.
963,Distributed control system for multi-robot behavior.
964,Optimizing de/convolution function for neural net modules.
965,Query rewriting algorithm for semistructured data.
966,Enhancing case-based reasoning for classification.
967,Logical case memory systems for learning and adaptation.
968,Animated agent with deictic behaviors for learning environments.
969,Realistic head animation mesh creation for individuals.
970,Machine learning for task models.
971,Call center call routing system.
972,Gesture-to-speech system with neural networks.
973,Software infrastructure for reconfigurable control systems.
974,Spatial language processing in virtual environment.
975,Active rule analysis and optimization in databases.
976,Scalable metasearch engine with efficient database selection.
977,Improved Internet Search through Word Sense Disambiguation.
978,Agent relationships management with influence diagrams in systems.
979,Neural network models facial expression perception.
980,Automated SVM text categorization for information overload.
981,Visual query language for DISIMA multimedia system.
982,Database categorization for improved document retrieval.
983,Presence awareness impact on instant messaging.
984,New science of multiagent systems with social focus.
985,Automated data extraction from complex HTML websites.
986,Neural network feature extraction methods comparison.
987,CBR application with XML integration on Internet.
988,Kernel expansion for improved classification with unlabeled examples.
989,Infrastructure for location-aware data management.
990,Adaptive fault tolerance in distributed multi-agent systems.
991,Embodied conversational kiosk with spatial intelligence display.
992,Efficient interval management in object-relational databases.
993,ECOC enhances text classification accuracy with binary tasks.
994,COHSE project: Hypermedia Service with ontological reasoning.
995,Meta-learning for distributed data mining challenges.
996,Agent conversation interactions in multi-agent coordination.
997,Fast file access enabled by mobile agents.
998,Rule induction in machine learning applications.
999,Scaling inductive algorithms for large databases.
1000,Object transportation and orientation in Human-Computer Interaction.
1001,Extending active objects to autonomous agents in OOCP.
1002,Automated hierarchical text database organization system.
1003,3D obstacle-based PRM for workspace analysis.
1004,Evolution of internet knowledge discovery.
1005,Evolved embryogenies for design problem.
1006,CAD system using deductive object-relational databases.
1007,Cooperative response to failing database queries.
1008,Problem-solving plans in dialogues; repairing misunderstandings.
1009,Facilitates knowledge exchange through ontology mappings.
1010,Knowledge base implementation comparison in Otter and CLIPS.
1011,Jazz: 2D Scene Graph Toolkit for ZUIs.
1012,Agent interaction analysis in software engineering design.
1013,Agent architecture with active message board.
1014,Enhancing Intranet document search with semantic tagging.
1015,Predicts behavior in games using EWA Lite theory.
1016,Autonomous web agent for paper retrieval.
1017,Future trends and challenges in multimedia interfaces.
1018,SDCC Framework integrates data warehouse maintenance algorithms.
1019,Research integration for effective knowledge management.
1020,Enhancing E-commerce Efficiency Through Innovative Features.
1021,Intelligent crawling learns web page linkage.
1022,Agent-Oriented Software Engineering and Complex Systems Characteristics.
1023,Bioinformatics resources benefit from machine-understandable ontologies.
1024,Tractable query answering in indefinite constraint databases.
1025,Autonomous robot office courier scheduling challenges.
1026,Collaborative knowledge maintenance in AI.
1027,Mobile sensing techniques for user interaction enhancement.
1028,Query evaluation conditions for incremental updates.
1029,Self-adaptive operator scheduling in Religion-Based EA.
1030,Predicting equipment failures with network alarm sequences.
1031,Dynamic clustering for symbolic learning.
1032,Intelligent control architecture for underwater vehicles.
1033,Introductory Visualization Course for MSc Students at University.
1034,Database schema change handling model.
1035,Platform for networking everyday objects.
1036,Word constraints in object-oriented models.
1037,Distributed process calculus for local communication areas.
1038,Effects of adding more IR systems for data fusion.
1039,Hidden Web crawler for search form content.
1040,Task allocation in multi-agent systems using contract nets.
1041,TuCSoN impact on Intelligent Environment Engineering.
1042,AR-based NUI planning tool for construction/design.
1043,Defeasible logic representation results and normal forms.
1044,Swarm computing for environment-aware distributed systems.
1045,Human behavior models in game theory integration.
1046,Database analysis and information extraction overview.
1047,Customized materialized views for mobile database services.
1048,Relevance feedback in image search.
1049,JACK Intelligent Agents for Java applications.
1050,Enhances collaborative search in the community.
1051,Validation and verification in software systems.
1052,Expressive footwear with dense wireless sensing capabilities.
1053,Enriching WWW with ontologies for intelligent search.
1054,Virtual pets with biological-inspired behavior.
1055,Time consistency management in active data warehouses.
1056,Scalable continuous query system for Internet databases.
1057,Improve schedule through knowledge acquisition and revision.
1058,Active storage hierarchy for efficient database systems.
1059,Efficient metasearch for large text databases.
1060,Text analysis rules with negation.
1061,Optimizing regular path queries with algebraic rewritings.
1062,Mobile agents improve information integration infrastructure.
1063,Protein structure prediction with evolutionary algorithms.
1064,Visual exploration of temporal object databases.
1065,Agent infrastructure development through layered approach.
1066,Boosting for WSD: Enhanced accuracy in disambiguation.
1067,Study on OS impact on Java performance.
1068,Spatial database system with abstract data model.
1069,Measures structural-context similarity in objects.
1070,Speech recognition and evaluation in news retrieval system.
1071,Syntactic autonomy in self-organizing systems.
1072,String-based model for infinite granularities.
1073,Maximizing coverage of mediated web queries.
1074,Efficient protocol for cooperative Web caching.
1075,UFO protocol ensures consistency for mobile transactions.
1076,MAS prototyping for vehicle monitoring on motorway.
1077,Dialogue systems framework in virtual environments.
1078,Probabilistic deduction with conditional constraints.
1079,Mobile agent-based active network architecture customization.
1080,Hand gesture recognition through visual motion patterns.
1081,Temporal objects in spatio-temporal data models.
1082,"Facilitates awareness, communication, and privacy."
1083,Vision-based virtual environment interaction interface.
1084,Prototype WWW-browser with special needs adaptations.
1085,Text mining system with integrated IE and DM.
1086,Efficient containment queries in relational databases.
1087,Sparse regressors model selection using GSIC.
1088,ARQuake: AR First Person App - Outdoor/Indoor Augmented Reality.
1089,Real-time transaction challenges in mobile databases.
1090,Shopping agent creates wrappers for online vendors.
1091,Geographical location in web search engine optimization.
1092,Multimedia querying and benchmarking standard.
1093,Mobile robot localization in dynamic environments.
1094,Evaluation of alerting services in digital libraries.
1095,Enhancing search results with quality metrics.
1096,Efficient algorithms for publish/subscribe systems.
1097,Adaptive wearable device learns user activities autonomously.
1098,Approximating probability distributions with Bayesian networks.
1099,Model management for data warehouse loading.
1100,Database approach for video data modeling.
1101,Optimizing OODB queries with object updates.
1102,Compressed inverted index with block addressing.
1103,Semistructured data represented in WG-Log language.
1104,Facilitates interoperation among heterogeneous MASs.
1105,Enhancing search result display in information retrieval.
1106,EM algorithm for spatial transformations in images.
1107,Coordination mechanisms in distributed environments.
1108,Improve web search results through contextualization.
1109,Data preparation framework with multidatabase language integration.
1110,Wearable face recognition for social engagement interfaces.
1111,Intonation rules for speech synthesis.
1112,First-order queries on finite structures over reals.
1113,Mobile BDI agents using TOMAS algorithm architecture.
1114,P2P storage system for information sharing.
1115,Quantitative knowledge for multiagent coordination.
1116,Deductive Object-Oriented Database Integration System.
1117,Research on web data extraction and retrieval.
1118,Simplified approach to intelligent software agents.
1119,Improved texture image retrieval with novel metric.
1120,Stanford's innovative meta-searching protocol.
1121,Efficient VTOIDX for temporal OODB systems.
1122,Cost functions for efficient Support Vector Regression.
1123,Evolutionary shape optimization using voxel-based representation.
1124,Neural network ensemble design algorithm.
1125,Global integration for efficient visual database access.
1126,Unsupervised learning from dyadic data using mixtures.
1127,OLAP query evaluation for statistical data integration.
1128,Efficient algorithm for diverse multi-feature queries.
1129,Logical language architecture for spatial and temporal agents.
1130,Cooperative task learning using hierarchical multi-agent RL.
1131,ANSI SQL isolation levels redefined.
1132,Biologically-inspired model for human arm movements.
1133,Dynamic pricing for parallel queues optimization.
1134,Detecting heterogeneities in multiple text databases.
1135,Automatic speaker tracking in broadcast news segments.
1136,Enhancing search engines for natural language.
1137,Human action recognition using moment-based features.
1138,Supports healthcare improvement through continuous IPQM project.
1139,Coordination algorithm with joint planning and learning.
1140,Discover bilingual text on the web automatically.
1141,Virtual interface design in immersive virtual reality.
1142,Enhancing genetic algorithm optimization efficiency.
1143,Distributed AI agents with lightweight logic programming.
1144,Temporal matching for medical diagnosis under uncertainty.
1145,Agent-based driving control in traffic simulation.
1146,Customized query interface for knowledge retrieval.
1147,Critique of stable model semantics in logic programming.
1148,Interactive haptic painting system with virtual brushes.
1149,Formal model of BDI-based AgentSpeak(L) language.
1150,Monadic query languages for tree data analysis.
1151,Complex multi-agent systems modeling and design.
1152,Human eggs retrieved from mice ovarian tissue.
1153,Cost estimation for spatial selections using histogram.
1154,Programming by Demonstration for Gendered User-Agent Roles.
1155,Optimizing A-Team for 3D layouts.
1156,Selective connections between smart artefacts.
1157,Rapid prototyping for agent-based software development.
1158,Agent-Oriented Software Engineering for Complex System Design.
1159,Transductive learning for image retrieval with Discriminant-EM.
1160,Salient object detection using visual attention in scenes.
1161,Improved recommendations through IF and CF.
1162,Enriched discourse generator with gaze analysis.
1163,Enhanced performance through multi-threaded approach.
1164,Software agents for evolving distributed workflow models.
1165,Supporting meta-cognitive skills coaching through computer-based system.
1166,Secure meeting scheduling protocols with mobile agents.
1167,Metasearch engines enhance search efficiency and effectiveness.
1168,"Experimental CLP platform for integrity constraints, abduction."
1169,Knowledge discovery in client-server databases.
1170,Repository of web pages with unique architecture.
1171,AI methods for ubiquitous web information system.
1172,Defining concurrent tasks for practical agent systems.
1173,Agent-based approach enhances Distance Vector Routing efficiency.
1174,Sensor fault detection in mobile robots.
1175,Extracts collocations for NLP tasks.
1176,Adaptive virtual documents for personalized web applications.
1177,Estimating change frequency for online data sources.
1178,Machine learning for autonomous robotics control.
1179,Efficient P-HTTP support in cluster-based servers.
1180,Human study on web page clustering difficulty.
1181,Workflow management integration in business environments.
1182,Optimizing complex multi queries efficiently.
1183,Query optimization in ontology-based KBMS.
1184,Optimizing query plans for diverse data sources.
1185,Computational mechanism for extended abduction.
1186,Realtime location recognition for wearable computers.
1187,Efficient use of signatures in OODB systems.
1188,Proxy caching for database-backed websites.
1189,Item-based recommendation algorithms for personalized filtering.
1190,Hybrid model for sequential decision making.
1191,Evolutionary algorithms' impact in diverse fields.
1192,Challenges and directions in computational logic.
1193,Enhancing organizational memory access through BPOKM and DECOR.
1194,Reinforcement learning for personalized information filtering.
1195,Evaluation of adaptable spoken dialogue system for train schedules.
1196,QoS Management for Real-Time Web Data Services.
1197,2D pattern recognition simulation on CAM-Brain.
1198,Test platform for hardware evolution.
1199,Genetic algorithms for conceptual engineering with designer interaction.
1200,Extending ODMG with Temporal Functionalities.
1201,Web search using URL input.
1202,3D model search engine with shape-based queries.
1203,Detecting redundancy and inconsistency in case bases.
1204,Model checking for verifying sequential consistency on multiprocessors.
1205,Enhancing security in e-commerce communications.
1206,GP optimizes rule-based trading system.
1207,Network file system for roaming users.
1208,Memory-Based Reasoning probabilistic framework.
1209,Gongeroos'99 Robocup simulator league approach.
1210,Agent control with organizational context for applications.
1211,Web change management tool for digital libraries.
1212,Knowledge base for multiagent systems design.
1213,Hybrid tumor detection method in colonoscopic images.
1214,External memory algorithms enhance large data processing.
1215,Text classifiers for numerical classification enhancement.
1216,Enhanced user interaction efficiency through hierarchical agent interface.
1217,Query answering with arithmetic comparisons using views.
1218,Partial replication in immutable Vesta software repository.
1219,Time-series data exploration with interactive timeboxes.
1220,Instrumented dance shoes for interactive music performance.
1221,Hierarchical optimization of policy-coupled SMDPs.
1222,Temporal database modeling with DLRUS logic.
1223,Automated agent adaptation to environment changes.
1224,Optimizes object database system performance.
1225,XML-based mobile agent coordination architecture.
1226,Ontology-based knowledge management for organizational success.
1227,Enhancing applications with context recognition using sensors.
1228,Path constraints in structured and semi-structured databases.
1229,Discovering typical substructures in semistructured data.
1230,Indexing techniques for evolving spatial-temporal data.
1231,Agent technology in communications systems overview.
1232,Software engineering methodology selection using agent-oriented approach.
1233,Identifying distinctive subsequences in multivariate time series.
1234,Document categorization and query generation on WWW.
1235,Managing federated digital libraries with semantic framework.
1236,Efficient knowledge reformation for hypothetical reasoning.
1237,Lineage tracing algorithm for data warehouses.
1238,GIS Interoperability: Semantic Translation for Heterogeneity.
1239,ASL recognition using 3D computer vision and HMMs.
1240,Anomaly detection and analysis experience.
1241,Text span selection for document summaries analysis.
1242,Assessment methods for information quality criteria.
1243,Limited success in speech processing in 1998.
1244,Efficient cluster optimization with extended genetic algorithm.
1245,Constraints as objectives in evolutionary optimization.
1246,System for developing RoboCup agents.
1247,Automatic text detection and tracking in videos.
1248,Digital photo management for diverse audiences.
1249,Optimal aggregation algorithms for database objects.
1250,Active Disks improve processing near storage.
1251,Design principles for tangible user interfaces.
1252,Data cleaning framework with essential services.
1253,Kalman filter for robot localization.
1254,Enhancing temporal query optimization in databases.
1255,Temporal extension of ODMG's Object Query Language.
1256,New indexing methods for moving object trajectories.
1257,XML-based multimedia middleware for mobile auctions.
1258,Software error categorization for security breaches.
1259,Video feedback improves virtual reality navigation efficiency.
1260,Negotiation framework for multi-agent systems.
1261,Mobile AR system for collaborative interaction and communication.
1262,Developmental psychology and robotics synergy.
1263,Efficient object recognition through simple image relations.
1264,Parameter learning for logic programs with distributions.
1265,Database selection impact on distributed searching efficiency.
1266,Enhancing outdoor situational awareness with AR technology.
1267,Fuzzy classifier structure identification with genetic algorithm.
1268,Facial expression recognition and analysis system.
1269,Automatic personalized tracking of scientific literature.
1270,Interpreter for information reuse in virtual documents.
1271,Reclustering algorithm for high data throughput.
1272,UML-based analysis and design for multi-agent systems.
1273,Communication simulation for expressive disorders.
1274,Optimizing lazy functional languages theory.
1275,AI with human-like personality traits.
1276,Maintaining 3D virtual space interaction illusion.
1277,Proactive DDoS detection with MIB Traffic Variables.
1278,ULTRA update language for complex database updates.
1279,Comparison of WSD methods: Naive Bayes vs. Exemplar-Based.
1280,Graph mincuts for semi-supervised learning.
1281,Groundness analysis for logic programs.
1282,Formalisms for Multi-Agent Systems: Role and Implementation.
1283,Intelligent web caching with data mining techniques.
1284,Case-based learning algorithms and concept space.
1285,Bibliography on Intrusion Detection with 600+ references.
1286,Locating objects in 3D space using cameras.
1287,AI methods for ubiquitous web information systems.
1288,Task coordination in multi-agent systems.
1289,MaSE and agentTool for multiagent system engineering.
1290,Boosting learning algorithm performance through co-training.
1291,Enhanced negotiation outcomes through leveled commitment contracts.
1292,Embodied Cassie: Impact on cognitive agents.
1293,Evolutionary agent behaviors model in ATNoSFERES.
1294,Web information extraction using finite-state approaches.
1295,Developing Language Processing Components with GATE: User Guide.
1296,Ranking Web resources based on link structure.
1297,Agent-oriented methodologies for application development.
1298,Extending XML Data Key Specification with XPath.
1299,AdaBoost analysis in binary classification with asymptotic.
1300,Hierarchical models for accurate medical diagnosis.
1301,Automated event model generation from video input.
1302,Evaluation of topographic maps using SOM.
1303,Mobile database framework for planned disconnections.
1304,Future human-computer interaction through integrated design.
1305,Secure reconfiguration of scalable CORBA systems.
1306,HYMES: Hybrid expert system with dual representation.
1307,Web community extraction using bipartite graphs.
1308,Similarity computations in search engines.
1309,End-user tool for actor development.
1310,Emotion-based decision-making using computational approach.
1311,Analysis of index organizations for object-oriented databases.
1312,Incremental clustering for web page classification.
1313,Reliable multicast protocol for distributed mobile systems.
1314,Loglinear models for probabilistic reasoning.
1315,Discovering popular online topics.
1316,Cost-based object buffer replacement algorithm for databases.
1317,Agent-based manufacturing integration with KQML semantics.
1318,Challenges and opportunities with XML in web databases.
1319,Constrained nearest neighbor queries with range constraints.
1320,Enhancing computing systems with neural characteristics.
1321,Enhancing web search efficiency and precision.
1322,Personalized user interaction in adaptive Web stores.
1323,Manage emergent business processes with multi-agent system.
1324,MAXSON architecture enhances adaptive behavior in networks.
1325,Logic programming extension with suspension and constraints.
1326,Generative and discriminative combination in classifiers.
1327,Enhancing memory with spatial cues.
1328,Co-evolutionary system for fuzzy classification rules.
1329,Agent programming language architecture comparison and evaluation.
1330,Subpixel localization and uncertainty estimation in robotics.
1331,Slow technology reflection design philosophy.
1332,Agent-based systems in software engineering methodologies.
1333,Fuzzy beam-search rule induction for classification.
1334,Cooperative planning algorithm for multi-agent systems.
1335,Automated intrusion response using intelligent agents.
1336,Design tool for object manipulation in world.
1337,Efficient auction winner determination algorithm.
1338,Graph query language and processing techniques.
1339,Trust model for virtual community stability.
1340,Web agents taxonomy for research and applications.
1341,Natural language interface for database queries.
1342,AI techniques for enterprise modeling support.
1343,Coordination agents for system correctness.
1344,Synthetic actors with flexible personalities.
1345,Variational methods introduction in graphical models.
1346,Efficiency in E-commerce through Algorithms.
1347,Optimizing projective bundle adjustment algorithms.
1348,Mobile agent security protocol flaws identified.
1349,Active camera system extracts low-res text.
1350,Hierarchical machine learning for complex tasks.
1351,Star clustering for efficient information organization.
1352,Enhancing category-specific web search with query modifications.
1353,"PeerWare: Middleware for Decentralized, Mobile Systems."
1354,Genetic algorithms for binary quadratic programming optimization.
1355,Knowledge representation system with ontology integration.
1356,New data structure for string search.
1357,Real-time adaptive feature and document learning.
1358,Sociality's impact on autonomous agents' mental states.
1359,PAES: Effective multiobjective optimization algorithm.
1360,Text categorization with Weight Adjusted k-NN.
1361,Automated creation of minority language corpora.
1362,Visual tool for analyzing group interactions.
1363,GATE architecture for NLP.
1364,Simulating 3D painting challenges and solutions overview.
1365,Learning multi-agent systems with incremental reinforcement.
1366,Enhancing supervised learning with unlabeled data.
1367,Spatial and temporal agent architecture with logic.
1368,Learnability of semi-structured data from queries.
1369,Middleware for mobile agents in Mansion system.
1370,Telemedicine system development with multi-agent paradigm.
1371,Parametric approach enhances occupancy-based world modeling efficiency.
1372,Assessment and evaluation of spoken document retrieval.
1373,Incremental view maintenance for nested relational models.
1374,Intelligent system for organizing and retrieving documents.
1375,Text detection and tracking in videos.
1376,Query locality and caching for search engine.
1377,Addressing internet overload with personal agents.
1378,Improving cooperative control in multi-agent systems.
1379,Supporting partial and complete tuples in databases.
1380,Communication strategies in air defense simulations.
1381,Generate character groundtruth for scanned documents.
1382,Interactive decision-theoretic tool for systems.
1383,ASL recognition with phoneme-based approach for scalability.
1384,Parameter interdependencies handled in algorithms.
1385,Robust decision rules in pediatric cardiology.
1386,Enhancing text classification accuracy with data.
1387,Italian language learning app with adaptive navigation support.
1388,Operations in multi-valued Boolean logics.
1389,Case-Based Reasoning in Science and Application.
1390,Organizational approach for mobile agent applications.
1391,AI in Medicine: Data-Intensive Systems Transition.
1392,Managing distributed cooperative work in CAGIS environment.
1393,Enhanced web search agent with intelligent features.
1394,Web page classification with spatial information extraction.
1395,Parallel View Maintenance for Distributed Data Warehouses.
1396,Performance and memory-access of data mining applications.
1397,Wireless news access with adaptive learning agent.
1398,Testing mediator-based information source access quality.
1399,Optimal rule order in logic program revision.
1400,Regularization operators correspond to Support Vector Kernels.
1401,Efficient decision tree mining for data streams.
1402,Hybrid architecture for sequential decision making.
1403,Latent variable modeling using Generative Topographic Mapping.
1404,Vision-based robot localization with learned landmarks.
1405,Fast concept indexing for document retrieval.
1406,"Parallel computing for data visualization, indexing, and mining."
1407,Gateway system for remote resource access.
1408,Semantics for disjunctive databases with negative information.
1409,Enhancing Agent UML Protocol for Supply Chain Management.
1410,Query processing for moving objects with new algorithms.
1411,Automated rule discovery for intrusion detection.
1412,Reinforcement learning for mobile robot vision behaviors.
1413,User model correction with requirements and metrics.
1414,MaSE methodology and Agent Modeling Language overview.
1415,Database selection testbed and evaluation.
1416,Document caching and prefetching for storage hierarchies.
1417,Optimizing projective motion with minimal parameters.
1418,Antisocial behavior disrupts Vickrey auction dynamics.
1419,Visual context aids infant word learning.
1420,Focused crawling for user interest with adaptive strategies.
1421,Software agents' mixed initiative in human interactions.
1422,Semistructured data modeling and querying framework.
1423,Intelligent insurance website with multi-agent architecture.
1424,Symbolic vs. case-based classification algorithms comparison.
1425,"Agent interactions, correlation, and coordination analysis."
1426,OLAP-integrated approach for association rule mining.
1427,Factors affecting perception of monocular head-mounted displays.
1428,Automatic landmark selection for navigation using panoramic vision.
1429,Learning control knowledge for nonlinear problem solving.
1430,Model generation for semantic analysis.
1431,AutoDoc: Search and Navigation Tool
1432,Server selection methods in Web environment evaluation.
1433,Model for co-present collaboration using Single Display Groupware.
1434,"Tracking challenges in AR environments, hybrid approaches."
1435,Software model for non-WIMP user interfaces.
1436,Automated crossword puzzle solver with high accuracy.
1437,Framework for sensor data storage and retrieval.
1438,Flexible robotic control using case-based reasoning.
1439,Organize web intelligence data with personalized system.
1440,Study on n-grams in text categorization.
1441,Database optimization through object identifier indexing.
1442,Semistructured data extraction for Yellow Pages Assistant.
1443,Paraconsistent logics for structured text reasoning.
1444,Parsing as information compression through alignment and search.
1445,Unsupervised neural networks for document classification with hierarchy.
1446,Text filtering algorithms efficiency and effectiveness compared.
1447,Blind deconvolution using FFT-based MCBD algorithm.
1448,Model-based RL with targeted exploration.
1449,Automating school timetabling with logic programming.
1450,Translate Petri nets to Blueprint for agents.
1451,Mobile robot navigation with learning controller.
1452,Enhancing information retrieval with probabilistic model.
1453,Efficient indexing and querying of XML data.
1454,Visual hand gestures for human-computer interaction review.
1455,Relational algebra extension for web query processing.
1456,"KDT: Definition, Example, Novel Results."
1457,Mobile agent coordination with reactive tuple spaces.
1458,Dynamic logic programming for knowledge base updates.
1459,Conflict resolution for intelligent agents in BOID architecture.
1460,Data mining for structured XML DTDs.
1461,Gradient boosting for robust function approximation.
1462,Private information retrieval with efficient communication complexity.
