input_text,output_text
<Clearning for noise-free input assumption violation> has one hop connections with:  <Clearning for noise-free input assumption violation> also has two hop connection with: Which category should <Clearning for noise-free input assumption violation> be classified as?,Neural_Networks
<Adaptive probabilistic networks for intelligent systems in AI> has one hop connections with:  <Adaptive probabilistic networks for intelligent systems in AI> also has two hop connection with: Which category should <Adaptive probabilistic networks for intelligent systems in AI> be classified as?,Probabilistic_Methods
<Blind signal separation using statistical dependency> has one hop connections with:  <Blind signal separation using statistical dependency> also has two hop connection with: Which category should <Blind signal separation using statistical dependency> be classified as?,Neural_Networks
<Convergence controls for MCMC in HMM> has one hop connections with:  <Convergence controls for MCMC in HMM> also has two hop connection with: Which category should <Convergence controls for MCMC in HMM> be classified as?,Probabilistic_Methods
<Learning semantic similarity of software components> has one hop connections with:  <Learning semantic similarity of software components> also has two hop connection with: Which category should <Learning semantic similarity of software components> be classified as?,Neural_Networks
<Bayesian neural networks consistency for regression> has one hop connections with:  <Bayesian neural networks consistency for regression> also has two hop connection with: Which category should <Bayesian neural networks consistency for regression> be classified as?,Probabilistic_Methods
<Query by Committee algorithm for selective sampling> has one hop connections with:  <Query by Committee algorithm for selective sampling> also has two hop connection with: Which category should <Query by Committee algorithm for selective sampling> be classified as?,Theory
<Probabilistic classifiers on different feature sets> has one hop connections with:  <Probabilistic classifiers on different feature sets> also has two hop connection with: Which category should <Probabilistic classifiers on different feature sets> be classified as?,Neural_Networks
<Importance of developmental mechanisms in genetic algorithms> has one hop connections with:  <Importance of developmental mechanisms in genetic algorithms> also has two hop connection with: Which category should <Importance of developmental mechanisms in genetic algorithms> be classified as?,Genetic_Algorithms
<Learning compact models from random samples> has one hop connections with:  <Learning compact models from random samples> also has two hop connection with: Which category should <Learning compact models from random samples> be classified as?,Theory
<Estimating hidden dependency structure using trees> has one hop connections with:  <Estimating hidden dependency structure using trees> also has two hop connection with: Which category should <Estimating hidden dependency structure using trees> be classified as?,Probabilistic_Methods
<Connectionist architecture learns syntactic parsing precisely> has one hop connections with:  <Connectionist architecture learns syntactic parsing precisely> also has two hop connection with: Which category should <Connectionist architecture learns syntactic parsing precisely> be classified as?,Neural_Networks
<Regression algorithm for real-world domains> has one hop connections with:  <Regression algorithm for real-world domains> also has two hop connection with: Which category should <Regression algorithm for real-world domains> be classified as?,Rule_Learning
<Functional theory for creative reading in NLU> has one hop connections with:  <Functional theory for creative reading in NLU> also has two hop connection with: Which category should <Functional theory for creative reading in NLU> be classified as?,Case_Based
<Closed shift-invariant subspaces for specified approximation> has one hop connections with:  <Closed shift-invariant subspaces for specified approximation> also has two hop connection with: Which category should <Closed shift-invariant subspaces for specified approximation> be classified as?,Neural_Networks
<Convergence analysis of alternating EM algorithms> has one hop connections with:  <Convergence analysis of alternating EM algorithms> also has two hop connection with: Which category should <Convergence analysis of alternating EM algorithms> be classified as?,Probabilistic_Methods
<Learning coordinated strategies in multiagent domains> has one hop connections with:  <Learning coordinated strategies in multiagent domains> also has two hop connection with: Which category should <Learning coordinated strategies in multiagent domains> be classified as?,Reinforcement_Learning
<Equivalence in controllability and Lyapunov functions> has one hop connections with:  <Equivalence in controllability and Lyapunov functions> also has two hop connection with: Which category should <Equivalence in controllability and Lyapunov functions> be classified as?,Neural_Networks
<Extracts understandable representations from neural networks efficiently> has one hop connections with:  <Extracts understandable representations from neural networks efficiently> also has two hop connection with: Which category should <Extracts understandable representations from neural networks efficiently> be classified as?,Neural_Networks
<Information processing in primate retinal cone pathways> has one hop connections with:  <Information processing in primate retinal cone pathways> also has two hop connection with: Which category should <Information processing in primate retinal cone pathways> be classified as?,Neural_Networks
<Genetic Programming for Binary String Complexity> has one hop connections with:  <Genetic Programming for Binary String Complexity> also has two hop connection with: Which category should <Genetic Programming for Binary String Complexity> be classified as?,Genetic_Algorithms
<Connectionist architecture demonstrating systematicity in cognition> has one hop connections with:  <Connectionist architecture demonstrating systematicity in cognition> also has two hop connection with: Which category should <Connectionist architecture demonstrating systematicity in cognition> be classified as?,Neural_Networks
<Algorithm analysis combining expert predictions for binary> has one hop connections with:  <Algorithm analysis combining expert predictions for binary> also has two hop connection with: Which category should <Algorithm analysis combining expert predictions for binary> be classified as?,Theory
<Distinguishing causal influences from spurious covariations> has one hop connections with:  <Distinguishing causal influences from spurious covariations> also has two hop connection with: Which category should <Distinguishing causal influences from spurious covariations> be classified as?,Probabilistic_Methods
<Reinforcement learning enhances medical diagnostic decision-making> has one hop connections with:  <Reinforcement learning enhances medical diagnostic decision-making> also has two hop connection with: Which category should <Reinforcement learning enhances medical diagnostic decision-making> be classified as?,Reinforcement_Learning
<Neuro-evolution enhances efficiency in complex tasks> has one hop connections with:  <Neuro-evolution enhances efficiency in complex tasks> also has two hop connection with: Which category should <Neuro-evolution enhances efficiency in complex tasks> be classified as?,Reinforcement_Learning
<Balancing accuracy and simplicity in genetic programming> has one hop connections with:  <Balancing accuracy and simplicity in genetic programming> also has two hop connection with: Which category should <Balancing accuracy and simplicity in genetic programming> be classified as?,Genetic_Algorithms
<Object recognition using unsupervised BCM network> has one hop connections with:  <Object recognition using unsupervised BCM network> also has two hop connection with: Which category should <Object recognition using unsupervised BCM network> be classified as?,Neural_Networks
<Improving conversational CBR performance with refined cases> has one hop connections with:  <Improving conversational CBR performance with refined cases> also has two hop connection with: Which category should <Improving conversational CBR performance with refined cases> be classified as?,Case_Based
<Predicting femoral neck fracture recovery effectively> has one hop connections with:  <Predicting femoral neck fracture recovery effectively> also has two hop connection with: Which category should <Predicting femoral neck fracture recovery effectively> be classified as?,Rule_Learning
<Reinforcement learning structure discovery through SKILLS algorithm> has one hop connections with:  <Reinforcement learning structure discovery through SKILLS algorithm> also has two hop connection with: Which category should <Reinforcement learning structure discovery through SKILLS algorithm> be classified as?,Reinforcement_Learning
<Visual cortex model predicts cortical reorganization> has one hop connections with:  <Visual cortex model predicts cortical reorganization> also has two hop connection with: Which category should <Visual cortex model predicts cortical reorganization> be classified as?,Neural_Networks
<Learning linear sparse codes for natural images> has one hop connections with:  <Learning linear sparse codes for natural images> also has two hop connection with: Which category should <Learning linear sparse codes for natural images> be classified as?,Neural_Networks
<Hebbian learning dynamics and synaptic plasticity effects> has one hop connections with:  <Hebbian learning dynamics and synaptic plasticity effects> also has two hop connection with: Which category should <Hebbian learning dynamics and synaptic plasticity effects> be classified as?,Neural_Networks
<Context-sensitive algorithms enhance text categorization performance> has one hop connections with:  <Context-sensitive algorithms enhance text categorization performance> also has two hop connection with: Which category should <Context-sensitive algorithms enhance text categorization performance> be classified as?,Theory
<Regularization technique using noisy bootstrap> has one hop connections with:  <Regularization technique using noisy bootstrap> also has two hop connection with: Which category should <Regularization technique using noisy bootstrap> be classified as?,Neural_Networks
<Algorithm Oblivion for case-based learning> has one hop connections with:  <Algorithm Oblivion for case-based learning> also has two hop connection with: Which category should <Algorithm Oblivion for case-based learning> be classified as?,Case_Based
<Fixed-point algorithms for Independent Component Analysis> has one hop connections with:  <Fixed-point algorithms for Independent Component Analysis> also has two hop connection with: Which category should <Fixed-point algorithms for Independent Component Analysis> be classified as?,Neural_Networks
<Learning methods for OCR and speech classification> has one hop connections with:  <Learning methods for OCR and speech classification> also has two hop connection with: Which category should <Learning methods for OCR and speech classification> be classified as?,Neural_Networks
<Forest fire planning complexity and integrated approach> has one hop connections with:  <Forest fire planning complexity and integrated approach> also has two hop connection with: Which category should <Forest fire planning complexity and integrated approach> be classified as?,Case_Based
<Physical principles discovered through design experiences> has one hop connections with:  <Physical principles discovered through design experiences> also has two hop connection with: Which category should <Physical principles discovered through design experiences> be classified as?,Case_Based
<Biases in MCMC convergence diagnostics summary> has one hop connections with:  <Biases in MCMC convergence diagnostics summary> also has two hop connection with: Which category should <Biases in MCMC convergence diagnostics summary> be classified as?,Probabilistic_Methods
<Memory-Based Learning for Fast NP Chunking> has one hop connections with:  <Memory-Based Learning for Fast NP Chunking> also has two hop connection with: Which category should <Memory-Based Learning for Fast NP Chunking> be classified as?,Case_Based
<Mutation rate impact on parasite virulence evolution> has one hop connections with:  <Mutation rate impact on parasite virulence evolution> also has two hop connection with: Which category should <Mutation rate impact on parasite virulence evolution> be classified as?,Genetic_Algorithms
<Approach for revising domain theories with probabilities> has one hop connections with:  <Approach for revising domain theories with probabilities> also has two hop connection with: Which category should <Approach for revising domain theories with probabilities> be classified as?,Theory
<Efficient neural network pattern recognition theory> has one hop connections with:  <Efficient neural network pattern recognition theory> also has two hop connection with: Which category should <Efficient neural network pattern recognition theory> be classified as?,Neural_Networks
<Learning techniques with regularization for approximation> has one hop connections with:  <Learning techniques with regularization for approximation> also has two hop connection with: Which category should <Learning techniques with regularization for approximation> be classified as?,Neural_Networks
<Investment strategies with improved algorithms> has one hop connections with:  <Investment strategies with improved algorithms> also has two hop connection with: Which category should <Investment strategies with improved algorithms> be classified as?,Theory
<Deductive synthesis for simulation and optimization> has one hop connections with:  <Deductive synthesis for simulation and optimization> also has two hop connection with: Which category should <Deductive synthesis for simulation and optimization> be classified as?,Case_Based
<Generalization techniques using T-implication for ML> has one hop connections with:  <Generalization techniques using T-implication for ML> also has two hop connection with: Which category should <Generalization techniques using T-implication for ML> be classified as?,Rule_Learning
<Constructive neural network algorithms for classification> has one hop connections with:  <Constructive neural network algorithms for classification> also has two hop connection with: Which category should <Constructive neural network algorithms for classification> be classified as?,Neural_Networks
<Minimax risk estimation in lp-balls> has one hop connections with:  <Minimax risk estimation in lp-balls> also has two hop connection with: Which category should <Minimax risk estimation in lp-balls> be classified as?,Probabilistic_Methods
<Controllability analysis in recurrent neural networks> has one hop connections with:  <Controllability analysis in recurrent neural networks> also has two hop connection with: Which category should <Controllability analysis in recurrent neural networks> be classified as?,Neural_Networks
<Sample complexity of weak learning algorithms> has one hop connections with:  <Sample complexity of weak learning algorithms> also has two hop connection with: Which category should <Sample complexity of weak learning algorithms> be classified as?,Theory
<Online regression with multidimensional outputs> has one hop connections with:  <Online regression with multidimensional outputs> also has two hop connection with: Which category should <Online regression with multidimensional outputs> be classified as?,Theory
<Environmental impact on simple organism behaviors> has one hop connections with:  <Environmental impact on simple organism behaviors> also has two hop connection with: Which category should <Environmental impact on simple organism behaviors> be classified as?,Genetic_Algorithms
<Genetic algorithm tutorial by Darrell Whitley> has one hop connections with:  <Genetic algorithm tutorial by Darrell Whitley> also has two hop connection with: Which category should <Genetic algorithm tutorial by Darrell Whitley> be classified as?,Genetic_Algorithms
<Distributed genetic algorithms for grid partitioning> has one hop connections with:  <Distributed genetic algorithms for grid partitioning> also has two hop connection with: Which category should <Distributed genetic algorithms for grid partitioning> be classified as?,Genetic_Algorithms
<Incremental model for commonsense reasoning> has one hop connections with:  <Incremental model for commonsense reasoning> also has two hop connection with: Which category should <Incremental model for commonsense reasoning> be classified as?,Case_Based
<Incremental learning system with locally linear experts> has one hop connections with:  <Incremental learning system with locally linear experts> also has two hop connection with: Which category should <Incremental learning system with locally linear experts> be classified as?,Neural_Networks
<Improving problem solving with analogy techniques> has one hop connections with:  <Improving problem solving with analogy techniques> also has two hop connection with: Which category should <Improving problem solving with analogy techniques> be classified as?,Case_Based
<Automated algorithm for feature engineering> has one hop connections with:  <Automated algorithm for feature engineering> also has two hop connection with: Which category should <Automated algorithm for feature engineering> be classified as?,Rule_Learning
<Analogical processing using structural evaluation in SME> has one hop connections with:  <Analogical processing using structural evaluation in SME> also has two hop connection with: Which category should <Analogical processing using structural evaluation in SME> be classified as?,Case_Based
"<Planning in complex, uncertain environments with CHIRON> has one hop connections with:  <Planning in complex, uncertain environments with CHIRON> also has two hop connection with: Which category should <Planning in complex, uncertain environments with CHIRON> be classified as?",Case_Based
<Adapting MDL principle for comprehensible models> has one hop connections with:  <Adapting MDL principle for comprehensible models> also has two hop connection with: Which category should <Adapting MDL principle for comprehensible models> be classified as?,Rule_Learning
<Adverse interaction with tree depth restriction> has one hop connections with:  <Adverse interaction with tree depth restriction> also has two hop connection with: Which category should <Adverse interaction with tree depth restriction> be classified as?,Genetic_Algorithms
<ECOC technique corrects bias and variance> has one hop connections with:  <ECOC technique corrects bias and variance> also has two hop connection with: Which category should <ECOC technique corrects bias and variance> be classified as?,Theory
<Self-organizing neural network with various applications> has one hop connections with:  <Self-organizing neural network with various applications> also has two hop connection with: Which category should <Self-organizing neural network with various applications> be classified as?,Neural_Networks
<Efficient TD() implementation with TTD procedure> has one hop connections with:  <Efficient TD() implementation with TTD procedure> also has two hop connection with: Which category should <Efficient TD() implementation with TTD procedure> be classified as?,Reinforcement_Learning
<Comparison of hill-climbing and genetic algorithms> has one hop connections with:  <Comparison of hill-climbing and genetic algorithms> also has two hop connection with: Which category should <Comparison of hill-climbing and genetic algorithms> be classified as?,Genetic_Algorithms
<Bayesian network arc reversal algorithm for simulations> has one hop connections with:  <Bayesian network arc reversal algorithm for simulations> also has two hop connection with: Which category should <Bayesian network arc reversal algorithm for simulations> be classified as?,Probabilistic_Methods
<GMU machine learning programs analysis> has one hop connections with:  <GMU machine learning programs analysis> also has two hop connection with: Which category should <GMU machine learning programs analysis> be classified as?,Rule_Learning
<Handling imperfect domain theories through constructive induction> has one hop connections with:  <Handling imperfect domain theories through constructive induction> also has two hop connection with: Which category should <Handling imperfect domain theories through constructive induction> be classified as?,Rule_Learning
<Parametric regression for input-output mapping> has one hop connections with:  <Parametric regression for input-output mapping> also has two hop connection with: Which category should <Parametric regression for input-output mapping> be classified as?,Neural_Networks
<Study on visual motion perception and plasticity> has one hop connections with:  <Study on visual motion perception and plasticity> also has two hop connection with: Which category should <Study on visual motion perception and plasticity> be classified as?,Neural_Networks
<Evolving visual routines for improved image classification> has one hop connections with:  <Evolving visual routines for improved image classification> also has two hop connection with: Which category should <Evolving visual routines for improved image classification> be classified as?,Genetic_Algorithms
<Stabilization of systems with measurement error> has one hop connections with:  <Stabilization of systems with measurement error> also has two hop connection with: Which category should <Stabilization of systems with measurement error> be classified as?,Neural_Networks
<VC dimension bounds for recurrent neural networks> has one hop connections with:  <VC dimension bounds for recurrent neural networks> also has two hop connection with: Which category should <VC dimension bounds for recurrent neural networks> be classified as?,Neural_Networks
<Case-based planning methodology for effective learning> has one hop connections with:  <Case-based planning methodology for effective learning> also has two hop connection with: Which category should <Case-based planning methodology for effective learning> be classified as?,Case_Based
<Data-driven and model-based relational learning> has one hop connections with:  <Data-driven and model-based relational learning> also has two hop connection with: Which category should <Data-driven and model-based relational learning> be classified as?,Rule_Learning
<Extracts understandable concept representations from neural networks> has one hop connections with:  <Extracts understandable concept representations from neural networks> also has two hop connection with: Which category should <Extracts understandable concept representations from neural networks> be classified as?,Neural_Networks
<Developing axioms and semantics for causal relevance> has one hop connections with:  <Developing axioms and semantics for causal relevance> also has two hop connection with: Which category should <Developing axioms and semantics for causal relevance> be classified as?,Probabilistic_Methods
<Mean field learning for unsupervised neural networks> has one hop connections with:  <Mean field learning for unsupervised neural networks> also has two hop connection with: Which category should <Mean field learning for unsupervised neural networks> be classified as?,Probabilistic_Methods
<Global stabilization of linear systems with constraints> has one hop connections with:  <Global stabilization of linear systems with constraints> also has two hop connection with: Which category should <Global stabilization of linear systems with constraints> be classified as?,Neural_Networks
<Bayesian approach for finite mixture models> has one hop connections with:  <Bayesian approach for finite mixture models> also has two hop connection with: Which category should <Bayesian approach for finite mixture models> be classified as?,Probabilistic_Methods
<Rule-based ML for functional prediction> has one hop connections with:  <Rule-based ML for functional prediction> also has two hop connection with: Which category should <Rule-based ML for functional prediction> be classified as?,Theory
<MCMC convergence diagnostic using total variation> has one hop connections with:  <MCMC convergence diagnostic using total variation> also has two hop connection with: Which category should <MCMC convergence diagnostic using total variation> be classified as?,Probabilistic_Methods
<User-friendly workbench for genetic algorithm research> has one hop connections with:  <User-friendly workbench for genetic algorithm research> also has two hop connection with: Which category should <User-friendly workbench for genetic algorithm research> be classified as?,Genetic_Algorithms
<Increase parallelism by relaxing control flow> has one hop connections with:  <Increase parallelism by relaxing control flow> also has two hop connection with: Which category should <Increase parallelism by relaxing control flow> be classified as?,Rule_Learning
<Statistical mechanics models for decision-making> has one hop connections with:  <Statistical mechanics models for decision-making> also has two hop connection with: Which category should <Statistical mechanics models for decision-making> be classified as?,Neural_Networks
<Discovering compressive partial determinations in mixed domains> has one hop connections with:  <Discovering compressive partial determinations in mixed domains> also has two hop connection with: Which category should <Discovering compressive partial determinations in mixed domains> be classified as?,Rule_Learning
<Reinforcement learning for dynamic channel allocation> has one hop connections with:  <Reinforcement learning for dynamic channel allocation> also has two hop connection with: Which category should <Reinforcement learning for dynamic channel allocation> be classified as?,Reinforcement_Learning
<Blind separation and deconvolution algorithm using maximization> has one hop connections with:  <Blind separation and deconvolution algorithm using maximization> also has two hop connection with: Which category should <Blind separation and deconvolution algorithm using maximization> be classified as?,Neural_Networks
<Classification methodology for ill-structured domains> has one hop connections with:  <Classification methodology for ill-structured domains> also has two hop connection with: Which category should <Classification methodology for ill-structured domains> be classified as?,Case_Based
<Abduction model with belief revision for explanations> has one hop connections with:  <Abduction model with belief revision for explanations> also has two hop connection with: Which category should <Abduction model with belief revision for explanations> be classified as?,Probabilistic_Methods
<Rule revision in RNN for sequence recognition> has one hop connections with:  <Rule revision in RNN for sequence recognition> also has two hop connection with: Which category should <Rule revision in RNN for sequence recognition> be classified as?,Neural_Networks
<Learning parameter values with prior knowledge> has one hop connections with:  <Learning parameter values with prior knowledge> also has two hop connection with: Which category should <Learning parameter values with prior knowledge> be classified as?,Neural_Networks
<Analyzing GAs with reordered Markov models> has one hop connections with:  <Analyzing GAs with reordered Markov models> also has two hop connection with: Which category should <Analyzing GAs with reordered Markov models> be classified as?,Genetic_Algorithms
<Bayesian finite mixtures for educational data> has one hop connections with:  <Bayesian finite mixtures for educational data> also has two hop connection with: Which category should <Bayesian finite mixtures for educational data> be classified as?,Probabilistic_Methods
<Comparison of SLRNNs in representational capabilities> has one hop connections with:  <Comparison of SLRNNs in representational capabilities> also has two hop connection with: Which category should <Comparison of SLRNNs in representational capabilities> be classified as?,Neural_Networks
<Bayesian regression with Kalman filter for online learning> has one hop connections with:  <Bayesian regression with Kalman filter for online learning> also has two hop connection with: Which category should <Bayesian regression with Kalman filter for online learning> be classified as?,Neural_Networks
<Incremental learning algorithm GAL adjusts network structure> has one hop connections with:  <Incremental learning algorithm GAL adjusts network structure> also has two hop connection with: Which category should <Incremental learning algorithm GAL adjusts network structure> be classified as?,Neural_Networks
<Study on negotiation strategies in diverse environments> has one hop connections with:  <Study on negotiation strategies in diverse environments> also has two hop connection with: Which category should <Study on negotiation strategies in diverse environments> be classified as?,Genetic_Algorithms
<Intelligent agents for web tasks> has one hop connections with:  <Intelligent agents for web tasks> also has two hop connection with: Which category should <Intelligent agents for web tasks> be classified as?,Neural_Networks
<Bayesian approach enhances ILP handling> has one hop connections with:  <Bayesian approach enhances ILP handling> also has two hop connection with: Which category should <Bayesian approach enhances ILP handling> be classified as?,Rule_Learning
<Self-organizing network for 3D object representation> has one hop connections with:  <Self-organizing network for 3D object representation> also has two hop connection with: Which category should <Self-organizing network for 3D object representation> be classified as?,Neural_Networks
<Efficient search using structure analysis> has one hop connections with:  <Efficient search using structure analysis> also has two hop connection with: Which category should <Efficient search using structure analysis> be classified as?,Genetic_Algorithms
<Estimation and selection in time-series modeling> has one hop connections with:  <Estimation and selection in time-series modeling> also has two hop connection with: Which category should <Estimation and selection in time-series modeling> be classified as?,Neural_Networks
<Estimating prediction rule error rates accurately> has one hop connections with:  <Estimating prediction rule error rates accurately> also has two hop connection with: Which category should <Estimating prediction rule error rates accurately> be classified as?,Probabilistic_Methods
<Kritik integrates model-based reasoning for design> has one hop connections with:  <Kritik integrates model-based reasoning for design> also has two hop connection with: Which category should <Kritik integrates model-based reasoning for design> be classified as?,Case_Based
<Negation in stable ILP for learning> has one hop connections with:  <Negation in stable ILP for learning> also has two hop connection with: Which category should <Negation in stable ILP for learning> be classified as?,Rule_Learning
<Efficient MCMC algorithm with ordered overrelaxation> has one hop connections with:  <Efficient MCMC algorithm with ordered overrelaxation> also has two hop connection with: Which category should <Efficient MCMC algorithm with ordered overrelaxation> be classified as?,Probabilistic_Methods
<Mean field theory for sigmoid belief networks> has one hop connections with:  <Mean field theory for sigmoid belief networks> also has two hop connection with: Which category should <Mean field theory for sigmoid belief networks> be classified as?,Probabilistic_Methods
<Approximation rates in low-dimensional function spaces> has one hop connections with:  <Approximation rates in low-dimensional function spaces> also has two hop connection with: Which category should <Approximation rates in low-dimensional function spaces> be classified as?,Neural_Networks
<Rationality in reasoning and representation systems> has one hop connections with:  <Rationality in reasoning and representation systems> also has two hop connection with: Which category should <Rationality in reasoning and representation systems> be classified as?,Probabilistic_Methods
<Hierarchical RL for efficient problem-solving> has one hop connections with:  <Hierarchical RL for efficient problem-solving> also has two hop connection with: Which category should <Hierarchical RL for efficient problem-solving> be classified as?,Reinforcement_Learning
<Multicategory discrimination algorithm using parallel methods> has one hop connections with:  <Multicategory discrimination algorithm using parallel methods> also has two hop connection with: Which category should <Multicategory discrimination algorithm using parallel methods> be classified as?,Neural_Networks
<Electricity demand forecasting using nonlinear mixture model> has one hop connections with:  <Electricity demand forecasting using nonlinear mixture model> also has two hop connection with: Which category should <Electricity demand forecasting using nonlinear mixture model> be classified as?,Neural_Networks
<Learn exceptions in chess strategies quickly> has one hop connections with:  <Learn exceptions in chess strategies quickly> also has two hop connection with: Which category should <Learn exceptions in chess strategies quickly> be classified as?,Rule_Learning
<Adaptive testing of autonomous vehicle controllers> has one hop connections with:  <Adaptive testing of autonomous vehicle controllers> also has two hop connection with: Which category should <Adaptive testing of autonomous vehicle controllers> be classified as?,Genetic_Algorithms
<Enhancing learning and processing in networks> has one hop connections with:  <Enhancing learning and processing in networks> also has two hop connection with: Which category should <Enhancing learning and processing in networks> be classified as?,Neural_Networks
<Initial weight impact on back-propagation convergence> has one hop connections with:  <Initial weight impact on back-propagation convergence> also has two hop connection with: Which category should <Initial weight impact on back-propagation convergence> be classified as?,Neural_Networks
<Weighted navigation costs for optimal exploration> has one hop connections with:  <Weighted navigation costs for optimal exploration> also has two hop connection with: Which category should <Weighted navigation costs for optimal exploration> be classified as?,Reinforcement_Learning
<Efficient codings for evolutionary computation in design> has one hop connections with:  <Efficient codings for evolutionary computation in design> also has two hop connection with: Which category should <Efficient codings for evolutionary computation in design> be classified as?,Genetic_Algorithms
<Regularization principles lead to various approximation schemes> has one hop connections with:  <Regularization principles lead to various approximation schemes> also has two hop connection with: Which category should <Regularization principles lead to various approximation schemes> be classified as?,Neural_Networks
<Enhancing reactive plans through rule generation> has one hop connections with:  <Enhancing reactive plans through rule generation> also has two hop connection with: Which category should <Enhancing reactive plans through rule generation> be classified as?,Case_Based
<Bayesian regression methods for simulation summarized> has one hop connections with:  <Bayesian regression methods for simulation summarized> also has two hop connection with: Which category should <Bayesian regression methods for simulation summarized> be classified as?,Probabilistic_Methods
<Estimating nucleotide sites for evolutionary trees> has one hop connections with:  <Estimating nucleotide sites for evolutionary trees> also has two hop connection with: Which category should <Estimating nucleotide sites for evolutionary trees> be classified as?,Neural_Networks
<Modeling rhythmic patterns perception and production> has one hop connections with:  <Modeling rhythmic patterns perception and production> also has two hop connection with: Which category should <Modeling rhythmic patterns perception and production> be classified as?,Neural_Networks
<Penalty term for neural network complexity estimation> has one hop connections with:  <Penalty term for neural network complexity estimation> also has two hop connection with: Which category should <Penalty term for neural network complexity estimation> be classified as?,Neural_Networks
<Adaptive MCMC with theoretical self-regeneration> has one hop connections with:  <Adaptive MCMC with theoretical self-regeneration> also has two hop connection with: Which category should <Adaptive MCMC with theoretical self-regeneration> be classified as?,Probabilistic_Methods
<Refining rule-bases with symbolic and connectionist learning> has one hop connections with:  <Refining rule-bases with symbolic and connectionist learning> also has two hop connection with: Which category should <Refining rule-bases with symbolic and connectionist learning> be classified as?,Probabilistic_Methods
<Comparing TD-Q and PIPE algorithms in soccer> has one hop connections with:  <Comparing TD-Q and PIPE algorithms in soccer> also has two hop connection with: Which category should <Comparing TD-Q and PIPE algorithms in soccer> be classified as?,Reinforcement_Learning
<Improving case retrieval in planning through explanation> has one hop connections with:  <Improving case retrieval in planning through explanation> also has two hop connection with: Which category should <Improving case retrieval in planning through explanation> be classified as?,Case_Based
<Efficient planning through non-recursive Horn definitions> has one hop connections with:  <Efficient planning through non-recursive Horn definitions> also has two hop connection with: Which category should <Efficient planning through non-recursive Horn definitions> be classified as?,Theory
<Efficient case retrieval based on structure> has one hop connections with:  <Efficient case retrieval based on structure> also has two hop connection with: Which category should <Efficient case retrieval based on structure> be classified as?,Case_Based
<Generic teleological mechanisms for case adaptation in design> has one hop connections with:  <Generic teleological mechanisms for case adaptation in design> also has two hop connection with: Which category should <Generic teleological mechanisms for case adaptation in design> be classified as?,Case_Based
<Evaluation and ordering of rules for decision-making> has one hop connections with:  <Evaluation and ordering of rules for decision-making> also has two hop connection with: Which category should <Evaluation and ordering of rules for decision-making> be classified as?,Neural_Networks
<Impact of mediating instrumental variables in research> has one hop connections with:  <Impact of mediating instrumental variables in research> also has two hop connection with: Which category should <Impact of mediating instrumental variables in research> be classified as?,Probabilistic_Methods
<Practical applications of Markov Chain Monte Carlo> has one hop connections with:  <Practical applications of Markov Chain Monte Carlo> also has two hop connection with: Which category should <Practical applications of Markov Chain Monte Carlo> be classified as?,Probabilistic_Methods
<Study adaptive behaviors in complex environments> has one hop connections with:  <Study adaptive behaviors in complex environments> also has two hop connection with: Which category should <Study adaptive behaviors in complex environments> be classified as?,Genetic_Algorithms
<Blind image separation and enhancement neural network> has one hop connections with:  <Blind image separation and enhancement neural network> also has two hop connection with: Which category should <Blind image separation and enhancement neural network> be classified as?,Neural_Networks
<Performance enhancement and decision graph wrappers> has one hop connections with:  <Performance enhancement and decision graph wrappers> also has two hop connection with: Which category should <Performance enhancement and decision graph wrappers> be classified as?,Theory
<Optimality and domination in repeated games> has one hop connections with:  <Optimality and domination in repeated games> also has two hop connection with: Which category should <Optimality and domination in repeated games> be classified as?,Theory
<Characterizing monotone latent variable models briefly> has one hop connections with:  <Characterizing monotone latent variable models briefly> also has two hop connection with: Which category should <Characterizing monotone latent variable models briefly> be classified as?,Probabilistic_Methods
<Analyzing advice-taking using stories in models> has one hop connections with:  <Analyzing advice-taking using stories in models> also has two hop connection with: Which category should <Analyzing advice-taking using stories in models> be classified as?,Case_Based
<Compression pressure leads to elegant solutions> has one hop connections with:  <Compression pressure leads to elegant solutions> also has two hop connection with: Which category should <Compression pressure leads to elegant solutions> be classified as?,Genetic_Algorithms
<Input variable selection based on mutual information> has one hop connections with:  <Input variable selection based on mutual information> also has two hop connection with: Which category should <Input variable selection based on mutual information> be classified as?,Probabilistic_Methods
<Constructive learning in relational learning> has one hop connections with:  <Constructive learning in relational learning> also has two hop connection with: Which category should <Constructive learning in relational learning> be classified as?,Theory
<Comparison of marker-passing and spreading activation algorithms> has one hop connections with:  <Comparison of marker-passing and spreading activation algorithms> also has two hop connection with: Which category should <Comparison of marker-passing and spreading activation algorithms> be classified as?,Case_Based
<Case-based planning framework with partial-order planner> has one hop connections with:  <Case-based planning framework with partial-order planner> also has two hop connection with: Which category should <Case-based planning framework with partial-order planner> be classified as?,Case_Based
<Efficient sparse representation learning of natural images> has one hop connections with:  <Efficient sparse representation learning of natural images> also has two hop connection with: Which category should <Efficient sparse representation learning of natural images> be classified as?,Neural_Networks
<Neural network generalization through competitive learning> has one hop connections with:  <Neural network generalization through competitive learning> also has two hop connection with: Which category should <Neural network generalization through competitive learning> be classified as?,Neural_Networks
<Neural network for unsupervised and supervised learning> has one hop connections with:  <Neural network for unsupervised and supervised learning> also has two hop connection with: Which category should <Neural network for unsupervised and supervised learning> be classified as?,Neural_Networks
